call_id,caller_person_id,caller_phone_id,caller_phone,receiver_person_id,receiver_phone_id,receiver_phone,call_datetime,duration_seconds,call_type,cell_tower_id,cell_tower_location_id,cell_tower_location,case_id
CAL-0009827,P-000663,PH-000961,+91-9453546147,P-001785,PH-000484,+91-8904633786,2026-03-11 12:52:24,257,INCOMING,TWR-0165,L-000105,"Bypass, Tirunelveli",
CAL-0009828,P-000344,PH-000277,+91-7766575460,P-001843,PH-000050,+91-6335693929,2026-05-10 14:35:17,259,INCOMING,TWR-0204,L-000102,"Industrial Estate, Hosur",CR-2026-2016
CAL-0009829,P-000039,PH-000350,+91-3414111593,P-000672,PH-000237,+91-0209700268,2026-03-10 03:10:48,2947,INCOMING,TWR-0315,L-000096,"Warehouse Zone, Tiruchirappalli",
CAL-0009830,P-000094,PH-000513,+91-2608805017,P-000278,PH-000568,+91-2259572446,2026-08-12 17:46:45,1732,INCOMING,TWR-0093,L-000149,"Residential Colony, Cuddalore",
CAL-0009831,P-001329,PH-000083,+91-6273014719,P-001833,PH-000466,+91-9038021462,2026-06-11 07:20:17,3050,OUTGOING,TWR-0128,L-000062,"Port Area, Chennai",CR-2026-2016
CAL-0009832,P-000582,PH-000069,+91-4523805525,P-001422,PH-000735,+91-0487368269,2026-01-01 11:48:17,1656,INCOMING,TWR-0055,L-000021,"Old Town, Coimbatore",
CAL-0009833,P-000683,PH-000721,+91-4091508632,P-001796,PH-000838,+91-7423885652,2026-04-11 19:15:34,1453,INCOMING,TWR-0349,L-000156,"Highway Junction, Hosur",
CAL-0009834,P-001886,PH-000650,+91-8634255638,P-001978,PH-000937,+91-6919284552,2026-08-22 09:15:57,959,INCOMING,TWR-0253,L-000153,"University Road, Krishnagiri",
CAL-0009835,P-000470,PH-000340,+91-9655553566,P-000993,PH-000158,+91-2572870320,2026-07-18 09:19:11,268,OUTGOING,TWR-0209,L-000019,"Market Road, Madurai",
CAL-0009836,P-000666,PH-000619,+91-9376392836,P-001984,PH-000824,+91-6227236266,2026-04-19 05:41:22,3368,INCOMING,TWR-0274,L-000130,"Auto Nagar, Nagapattinam",
CAL-0009837,P-000663,PH-000961,+91-9453546147,P-001785,PH-000484,+91-8904633786,2026-04-22 13:50:13,2916,OUTGOING,TWR-0384,L-000128,"Grain Market, Erode",CR-2026-2009
CAL-0009838,P-000679,PH-000379,+91-0163611284,P-001642,PH-000180,+91-0372368314,2026-06-26 18:27:46,2218,OUTGOING,TWR-0356,L-000146,"Ring Road, Tiruchirappalli",
CAL-0009839,P-001555,PH-000446,+91-1096227284,P-000245,PH-000248,+91-6133254110,2026-07-11 09:16:56,3507,OUTGOING,TWR-0359,L-000180,"SIPCOT, Vellore",CR-2026-2020
CAL-0009840,P-000663,PH-000961,+91-9453546147,P-001785,PH-000484,+91-8904633786,2026-01-06 05:30:45,3410,OUTGOING,TWR-0389,L-000181,"Highway Junction, Chennai",
CAL-0009841,P-001555,PH-000446,+91-1096227284,P-001951,PH-000790,+91-9409600356,2026-06-23 10:01:22,3382,OUTGOING,TWR-0270,L-000016,"University Road, Karur",CR-2026-2020
CAL-0009842,P-000679,PH-000379,+91-0163611284,P-001642,PH-000578,+91-8217661912,2026-06-08 07:37:48,2644,INCOMING,TWR-0211,L-000104,"Bypass, Tiruchirappalli",
CAL-0009843,P-000784,PH-000416,+91-8812786866,P-001451,PH-000108,+91-4773201017,2026-03-03 15:14:20,1947,OUTGOING,TWR-0192,L-000114,"Ring Road, Thanjavur",
CAL-0009844,P-000173,PH-000659,+91-9145211823,P-001770,PH-000651,+91-3000818670,2026-01-06 11:04:16,813,OUTGOING,TWR-0027,L-000028,"Auto Nagar, Chennai",
CAL-0009845,P-001251,PH-000173,+91-9081081866,P-000011,PH-000787,+91-1191818281,2026-02-04 07:25:45,1597,INCOMING,TWR-0354,L-000147,"Port Area, Tiruchirappalli",
CAL-0009846,P-000004,PH-000231,+91-6718325823,P-001095,PH-000824,+91-6227236266,2026-03-27 04:06:41,3375,OUTGOING,TWR-0383,L-000143,"Industrial Estate, Karur",
CAL-0009847,P-000115,PH-000406,+91-6708604145,P-001766,PH-000689,+91-3862044851,2026-06-20 11:26:55,993,OUTGOING,TWR-0387,L-000011,"Railway Station, Chennai",CR-2026-2019
CAL-0009848,P-000764,PH-000288,+91-7159741218,P-001704,PH-000361,+91-6201572018,2026-04-19 15:45:40,3054,OUTGOING,TWR-0071,L-000023,"Bus Stand, Kanniyakumari",
CAL-0009849,P-001181,PH-000199,+91-2081155626,P-001449,PH-000021,+91-0119470720,2026-02-22 14:19:50,505,OUTGOING,TWR-0179,L-000016,"University Road, Karur",
CAL-0009850,P-000115,PH-000406,+91-6708604145,P-001766,PH-000689,+91-3862044851,2026-02-13 22:13:04,3312,INCOMING,TWR-0358,L-000181,"Highway Junction, Chennai",
CAL-0009851,P-001577,PH-000782,+91-7359848840,P-001084,PH-000534,+91-9743251225,2026-04-04 18:02:24,2274,OUTGOING,TWR-0032,L-000042,"Market Road, Dindigul",
CAL-0009852,P-000756,PH-000805,+91-0702608698,P-001400,PH-000453,+91-4281139043,2026-03-16 03:32:50,1481,INCOMING,TWR-0183,L-000009,"Highway Junction, Krishnagiri",
CAL-0009853,P-000664,PH-000829,+91-7692743811,P-001556,PH-000554,+91-0806129439,2026-08-25 03:57:29,3438,INCOMING,TWR-0339,L-000023,"Bus Stand, Kanniyakumari",
CAL-0009854,P-000789,PH-000615,+91-1398986818,P-000319,PH-000935,+91-5115794238,2026-06-22 21:33:51,2505,INCOMING,TWR-0143,L-000054,"Warehouse Zone, Cuddalore",CR-2026-2008
CAL-0009855,P-001852,PH-000488,+91-9638639609,P-000186,PH-000825,+91-9335134261,2026-01-23 01:46:41,539,OUTGOING,TWR-0296,L-000069,"Ring Road, Erode",CR-2026-2018
CAL-0009856,P-000679,PH-000379,+91-0163611284,P-001642,PH-000578,+91-8217661912,2026-07-13 04:19:24,500,OUTGOING,TWR-0250,L-000150,"Warehouse Zone, Coimbatore",
CAL-0009857,P-001742,PH-000147,+91-0696942152,P-001653,PH-000984,+91-1436438130,2026-01-24 10:51:20,3178,INCOMING,TWR-0323,L-000174,"Warehouse Zone, Thanjavur",CR-2026-2004
CAL-0009858,P-001831,PH-000412,+91-7118954738,P-001598,PH-000051,+91-0600780686,2026-08-31 04:16:56,1905,OUTGOING,TWR-0160,L-000147,"Port Area, Tiruchirappalli",
CAL-0009859,P-000425,PH-000213,+91-7702851961,P-001986,PH-000209,+91-5712661106,2026-06-19 09:19:04,547,INCOMING,TWR-0239,L-000189,"Industrial Estate, Nagapattinam",
CAL-0009860,P-001459,PH-000865,+91-0908144152,P-001690,PH-000917,+91-4171581021,2026-03-13 20:59:21,3051,OUTGOING,TWR-0088,L-000188,"Railway Station, Chennai",
CAL-0009861,P-001181,PH-000199,+91-2081155626,P-001449,PH-000021,+91-0119470720,2026-03-30 06:03:35,2130,OUTGOING,TWR-0156,L-000020,"Residential Colony, Karur",
CAL-0009862,P-001652,PH-000139,+91-7606441343,P-000930,PH-000066,+91-9242437540,2026-05-02 08:06:23,36,INCOMING,TWR-0175,L-000079,"Warehouse Zone, Salem",
CAL-0009863,P-001620,PH-000562,+91-4979162022,P-001943,PH-000020,+91-1286391741,2026-01-05 14:49:07,3580,INCOMING,TWR-0223,L-000174,"Warehouse Zone, Thanjavur",CR-2026-2018
CAL-0009864,P-001433,PH-000400,+91-0225803056,P-001348,PH-000731,+91-0555572773,2026-02-04 18:58:11,2602,INCOMING,TWR-0099,L-000160,"Industrial Estate, Thoothukudi",
CAL-0009865,P-000173,PH-000659,+91-9145211823,P-000096,PH-000235,+91-1284639855,2026-04-15 19:20:56,2867,OUTGOING,TWR-0042,L-000200,"Grain Market, Coimbatore",
CAL-0009866,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-03-29 15:40:45,586,OUTGOING,TWR-0208,L-000054,"Warehouse Zone, Cuddalore",CR-2026-2014
CAL-0009867,P-000290,PH-000222,+91-0182043397,P-001092,PH-000587,+91-9608706626,2026-05-24 13:31:13,1784,OUTGOING,TWR-0075,L-000058,"Bus Stand, Krishnagiri",
CAL-0009868,P-001184,PH-000227,+91-1526546103,P-000806,PH-000579,+91-8411730985,2026-05-27 05:18:38,773,INCOMING,TWR-0273,L-000158,"Railway Station, Krishnagiri",CR-2026-2020
CAL-0009869,P-000754,PH-000260,+91-8065333153,P-001978,PH-000937,+91-6919284552,2026-08-29 07:28:57,979,OUTGOING,TWR-0083,L-000016,"University Road, Karur",
CAL-0009870,P-001857,PH-000205,+91-9434681054,P-001218,PH-000193,+91-2891077119,2026-06-26 02:04:28,3012,OUTGOING,TWR-0021,L-000167,"Old Town, Dindigul",
CAL-0009871,P-000834,PH-000068,+91-2223105927,P-000516,PH-000342,+91-9184357978,2026-07-01 06:39:42,3412,INCOMING,TWR-0173,L-000181,"Highway Junction, Chennai",
CAL-0009872,P-000371,PH-000134,+91-7139155963,P-000419,PH-000522,+91-7030376371,2026-03-13 14:19:18,1651,OUTGOING,TWR-0015,L-000196,"Textile Market, Karur",
CAL-0009873,P-001005,PH-000555,+91-8529894062,P-001446,PH-000375,+91-6714628314,2026-05-24 03:16:23,346,OUTGOING,TWR-0293,L-000167,"Old Town, Dindigul",
CAL-0009874,P-000773,PH-000995,+91-6121377306,P-000976,PH-000007,+91-5243728051,2026-02-21 13:06:53,834,OUTGOING,TWR-0163,L-000073,"Residential Colony, Hosur",
CAL-0009875,P-000267,PH-000366,+91-6492151826,P-000677,PH-000952,+91-0271122182,2026-08-27 09:16:59,267,INCOMING,TWR-0209,L-000160,"Industrial Estate, Thoothukudi",
CAL-0009876,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-03-18 09:20:58,2902,OUTGOING,TWR-0019,L-000004,"Grain Market, Thanjavur",CR-2026-2004
CAL-0009877,P-000661,PH-000733,+91-5138544577,P-001815,PH-000677,+91-7548138666,2026-05-04 04:00:41,1267,OUTGOING,TWR-0005,L-000197,"IT Park, Tirunelveli",CR-2026-2001
CAL-0009878,P-001060,PH-000485,+91-1371576605,P-001179,PH-000648,+91-9529800615,2026-03-11 08:46:27,2312,INCOMING,TWR-0316,L-000015,"SIPCOT, Kanniyakumari",
CAL-0009879,P-000663,PH-000961,+91-9453546147,P-001785,PH-000484,+91-8904633786,2026-04-09 09:51:10,889,OUTGOING,TWR-0064,L-000160,"Industrial Estate, Thoothukudi",
CAL-0009880,P-001181,PH-000199,+91-2081155626,P-001449,PH-000021,+91-0119470720,2026-06-11 13:00:33,3505,INCOMING,TWR-0174,L-000165,"Ring Road, Krishnagiri",
CAL-0009881,P-000597,PH-000536,+91-2095790737,P-001297,PH-000664,+91-1620281237,2026-07-28 10:29:41,2560,INCOMING,TWR-0387,L-000134,"Technology Park, Salem",
CAL-0009882,P-001399,PH-000833,+91-8996986091,P-001482,PH-000617,+91-4353537513,2026-01-09 10:08:53,304,OUTGOING,TWR-0278,L-000147,"Port Area, Tiruchirappalli",
CAL-0009883,P-000094,PH-000170,+91-6592661085,P-000278,PH-000568,+91-2259572446,2026-02-07 14:24:41,168,OUTGOING,TWR-0197,L-000147,"Port Area, Tiruchirappalli",
CAL-0009884,P-000756,PH-000805,+91-0702608698,P-001268,PH-000172,+91-1742243864,2026-01-30 08:43:27,2742,INCOMING,TWR-0021,L-000141,"Textile Market, Salem",
CAL-0009885,P-001796,PH-000838,+91-7423885652,P-000936,PH-000992,+91-6102908718,2026-05-07 17:52:00,2037,OUTGOING,TWR-0310,L-000084,"Residential Colony, Karur",
CAL-0009886,P-000837,PH-000033,+91-9825309251,P-001755,PH-000658,+91-1739063757,2026-01-09 23:08:35,2873,OUTGOING,TWR-0291,L-000028,"Auto Nagar, Chennai",
CAL-0009887,P-001078,PH-000643,+91-7536127515,P-001250,PH-000987,+91-3469979907,2026-08-05 21:06:41,2066,OUTGOING,TWR-0160,L-000130,"Auto Nagar, Nagapattinam",
CAL-0009888,P-000542,PH-000240,+91-7030453194,P-001846,PH-000306,+91-3106005313,2026-01-29 05:25:33,1100,OUTGOING,TWR-0154,L-000021,"Old Town, Coimbatore",
CAL-0009889,P-001399,PH-000833,+91-8996986091,P-001482,PH-000617,+91-4353537513,2026-04-25 02:14:36,1366,OUTGOING,TWR-0218,L-000009,"Highway Junction, Krishnagiri",
CAL-0009890,P-001946,PH-000656,+91-7646136847,P-000759,PH-000391,+91-4744309634,2026-06-28 13:17:58,210,INCOMING,TWR-0388,L-000151,"Warehouse Zone, Salem",
CAL-0009891,P-000344,PH-000277,+91-7766575460,P-001843,PH-000050,+91-6335693929,2026-05-09 12:11:15,2095,INCOMING,TWR-0161,L-000185,"Bypass, Vellore",CR-2026-2011
CAL-0009892,P-000837,PH-000033,+91-9825309251,P-001755,PH-000658,+91-1739063757,2026-02-21 07:20:36,0,MISSED,TWR-0176,L-000103,"Industrial Estate, Erode",
CAL-0009893,P-000891,PH-000483,+91-1096179817,P-001149,PH-000447,+91-7657041200,2026-02-04 03:14:37,0,MISSED,TWR-0252,L-000151,"Warehouse Zone, Salem",CR-2026-2001
CAL-0009894,P-000603,PH-000125,+91-8536649878,P-000500,PH-000867,+91-7867181535,2026-05-05 21:48:12,2222,OUTGOING,TWR-0248,L-000090,"Warehouse Zone, Salem",
CAL-0009895,P-000365,PH-000543,+91-6443098591,P-001629,PH-000194,+91-9180812135,2026-06-13 10:28:59,2355,OUTGOING,TWR-0122,L-000197,"IT Park, Tirunelveli",
CAL-0009896,P-001988,PH-000905,+91-9775244182,P-000429,PH-000014,+91-0010618175,2026-01-10 00:54:16,2649,INCOMING,TWR-0296,L-000174,"Warehouse Zone, Thanjavur",CR-2026-2004
CAL-0009897,P-000663,PH-000961,+91-9453546147,P-000539,PH-000841,+91-5575225013,2026-01-22 10:50:02,1554,OUTGOING,TWR-0090,L-000023,"Bus Stand, Kanniyakumari",
CAL-0009898,P-001329,PH-000083,+91-6273014719,P-001680,PH-001000,+91-7683210219,2026-01-24 20:39:25,3164,INCOMING,TWR-0292,L-000167,"Old Town, Dindigul",
CAL-0009899,P-001251,PH-000173,+91-9081081866,P-001818,PH-000949,+91-4292501058,2026-08-02 18:08:03,1036,OUTGOING,TWR-0338,L-000021,"Old Town, Coimbatore",CR-2026-2011
CAL-0009900,P-000208,PH-000187,+91-7573839597,P-000463,PH-000319,+91-0232129833,2026-03-01 12:41:34,664,OUTGOING,TWR-0044,L-000029,"Grain Market, Coimbatore",
CAL-0009901,P-001327,PH-000398,+91-6502374167,P-000209,PH-000800,+91-6431670450,2026-04-13 22:20:14,0,MISSED,TWR-0397,L-000167,"Old Town, Dindigul",
CAL-0009902,P-000004,PH-000231,+91-6718325823,P-001223,PH-000036,+91-0021946723,2026-05-10 07:59:20,1004,OUTGOING,TWR-0007,L-000012,"Bus Stand, Madurai",CR-2026-2012
CAL-0009903,P-000069,PH-000220,+91-4120948181,P-001730,PH-000229,+91-0578617063,2026-06-05 17:48:02,925,OUTGOING,TWR-0045,L-000082,"Highway Junction, Nagercoil",
CAL-0009904,P-000115,PH-000406,+91-6708604145,P-001766,PH-000453,+91-4281139043,2026-05-19 16:28:48,568,OUTGOING,TWR-0289,L-000198,"Port Area, Krishnagiri",CR-2026-2018
CAL-0009905,P-000035,PH-000634,+91-7827411767,P-001863,PH-000146,+91-0089317342,2026-02-22 01:53:43,2860,INCOMING,TWR-0204,L-000026,"Bypass, Krishnagiri",
CAL-0009906,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-06-15 15:14:56,84,OUTGOING,TWR-0364,L-000016,"University Road, Karur",CR-2026-2011
CAL-0009907,P-000365,PH-000543,+91-6443098591,P-001629,PH-000194,+91-9180812135,2026-08-28 06:35:33,830,INCOMING,TWR-0167,L-000151,"Warehouse Zone, Salem",CR-2026-2004
CAL-0009908,P-001555,PH-000446,+91-1096227284,P-000325,PH-000649,+91-5810835832,2026-02-18 18:41:50,3309,OUTGOING,TWR-0315,L-000055,"Grain Market, Thoothukudi",CR-2026-2012
CAL-0009909,P-000910,PH-000675,+91-7320331922,P-000825,PH-000564,+91-9754661766,2026-08-24 22:37:13,222,OUTGOING,TWR-0374,L-000052,"Bus Stand, Erode",CR-2026-2008
CAL-0009910,P-000664,PH-000829,+91-7692743811,P-001556,PH-000554,+91-0806129439,2026-05-29 14:12:18,3207,INCOMING,TWR-0124,L-000193,"Grain Market, Tirunelveli",
CAL-0009911,P-001633,PH-000583,+91-3502385037,P-001191,PH-000380,+91-9718594849,2026-07-19 04:45:54,2856,OUTGOING,TWR-0150,L-000071,"Port Area, Madurai",
CAL-0009912,P-001251,PH-000173,+91-9081081866,P-000622,PH-000603,+91-5960945449,2026-08-01 06:18:17,1661,INCOMING,TWR-0104,L-000021,"Old Town, Coimbatore",CR-2026-2016
CAL-0009913,P-000939,PH-000794,+91-3426433502,P-001178,PH-000321,+91-9344973471,2026-02-24 16:01:29,257,OUTGOING,TWR-0339,L-000021,"Old Town, Coimbatore",
CAL-0009914,P-001620,PH-000562,+91-4979162022,P-001943,PH-000020,+91-1286391741,2026-02-24 20:11:09,3350,OUTGOING,TWR-0181,L-000098,"Railway Station, Krishnagiri",
CAL-0009915,P-000838,PH-000553,+91-5857567667,P-001601,PH-000261,+91-7795995946,2026-05-29 19:26:43,3564,OUTGOING,TWR-0282,L-000098,"Railway Station, Krishnagiri",CR-2026-2008
CAL-0009916,P-000756,PH-000805,+91-0702608698,P-001410,PH-000844,+91-5626149915,2026-03-17 21:23:47,3412,OUTGOING,TWR-0152,L-000015,"SIPCOT, Kanniyakumari",CR-2026-2013
CAL-0009917,P-001761,PH-000334,+91-6864622522,P-001553,PH-000393,+91-5451052650,2026-05-24 08:05:23,2656,OUTGOING,TWR-0053,L-000050,"Port Area, Madurai",
CAL-0009918,P-000773,PH-000995,+91-6121377306,P-001682,PH-000511,+91-0461172959,2026-05-15 11:01:08,2991,OUTGOING,TWR-0149,L-000092,"Old Town, Cuddalore",
CAL-0009919,P-001251,PH-000173,+91-9081081866,P-001264,PH-000456,+91-8356521568,2026-06-24 12:10:45,3331,OUTGOING,TWR-0221,L-000054,"Warehouse Zone, Cuddalore",CR-2026-2017
CAL-0009920,P-001663,PH-000961,+91-9453546147,P-001352,PH-000888,+91-7071398482,2026-04-15 03:57:47,2458,INCOMING,TWR-0089,L-000052,"Bus Stand, Erode",CR-2026-2006
CAL-0009921,P-001100,PH-000422,+91-0053424089,P-001204,PH-000333,+91-4364027011,2026-06-07 21:00:03,142,OUTGOING,TWR-0306,L-000144,"Technology Park, Nagapattinam",
CAL-0009922,P-001060,PH-000485,+91-1371576605,P-001179,PH-000648,+91-9529800615,2026-02-25 23:52:50,191,OUTGOING,TWR-0019,L-000015,"SIPCOT, Kanniyakumari",
CAL-0009923,P-000295,PH-000612,+91-5565749025,P-000710,PH-000249,+91-7609543173,2026-01-05 07:41:31,1828,OUTGOING,TWR-0150,L-000129,"Warehouse Zone, Nagercoil",CR-2026-2019
CAL-0009924,P-001005,PH-000555,+91-8529894062,P-001446,PH-000375,+91-6714628314,2026-05-02 17:35:15,2579,OUTGOING,TWR-0170,L-000154,"Bypass, Cuddalore",
CAL-0009925,P-000838,PH-000553,+91-5857567667,P-001601,PH-000261,+91-7795995946,2026-08-07 04:52:20,1156,OUTGOING,TWR-0371,L-000105,"Bypass, Tirunelveli",
CAL-0009926,P-001565,PH-000210,+91-2737158698,P-000475,PH-000215,+91-5447022960,2026-02-01 10:33:06,0,MISSED,TWR-0175,L-000099,"SIPCOT, Madurai",CR-2026-2013
CAL-0009927,P-001184,PH-000227,+91-1526546103,P-000834,PH-000068,+91-2223105927,2026-03-29 19:44:53,2165,INCOMING,TWR-0155,L-000026,"Bypass, Krishnagiri",
CAL-0009928,P-000890,PH-000515,+91-7906477159,P-001501,PH-000163,+91-1504165915,2026-03-18 05:56:19,2835,OUTGOING,TWR-0268,L-000092,"Old Town, Cuddalore",CR-2026-2018
CAL-0009929,P-000891,PH-000483,+91-1096179817,P-001311,PH-000174,+91-1794549180,2026-06-16 20:28:13,0,MISSED,TWR-0076,L-000181,"Highway Junction, Chennai",
CAL-0009930,P-000663,PH-000961,+91-9453546147,P-001785,PH-000484,+91-8904633786,2026-08-22 09:33:31,212,OUTGOING,TWR-0038,L-000092,"Old Town, Cuddalore",
CAL-0009931,P-000909,PH-000806,+91-2210531611,P-001971,PH-000316,+91-7524508640,2026-07-07 14:31:09,2341,OUTGOING,TWR-0177,L-000016,"University Road, Karur",CR-2026-2014
CAL-0009932,P-001453,PH-000248,+91-6133254110,P-001884,PH-000657,+91-4883607658,2026-06-07 17:27:47,200,OUTGOING,TWR-0167,L-000143,"Industrial Estate, Karur",
CAL-0009933,P-000051,PH-000053,+91-2543107427,P-001438,PH-000230,+91-0489138249,2026-01-27 05:55:59,0,MISSED,TWR-0157,L-000109,"IT Park, Erode",CR-2026-2012
CAL-0009934,P-000173,PH-000659,+91-9145211823,P-001416,PH-000962,+91-0798632106,2026-04-07 11:56:11,2218,INCOMING,TWR-0166,L-000146,"Ring Road, Tiruchirappalli",
CAL-0009935,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-06-28 03:20:21,2639,INCOMING,TWR-0139,L-000149,"Residential Colony, Cuddalore",CR-2026-2002
CAL-0009936,P-001535,PH-000105,+91-9121535396,P-001846,PH-000306,+91-3106005313,2026-07-23 12:46:08,1691,OUTGOING,TWR-0373,L-000056,"Warehouse Zone, Nagercoil",
CAL-0009937,P-000756,PH-000805,+91-0702608698,P-001679,PH-000379,+91-0163611284,2026-08-21 21:51:36,0,MISSED,TWR-0138,L-000114,"Ring Road, Thanjavur",
CAL-0009938,P-000891,PH-000483,+91-1096179817,P-001149,PH-000447,+91-7657041200,2026-08-15 07:40:23,2105,OUTGOING,TWR-0182,L-000147,"Port Area, Tiruchirappalli",CR-2026-2005
CAL-0009939,P-000604,PH-000309,+91-5520650637,P-000186,PH-000825,+91-9335134261,2026-04-07 08:17:41,2062,OUTGOING,TWR-0174,L-000079,"Warehouse Zone, Salem",
CAL-0009940,P-001129,PH-000839,+91-7155983541,P-000576,PH-000687,+91-5295806601,2026-03-19 06:31:45,767,OUTGOING,TWR-0219,L-000193,"Grain Market, Tirunelveli",CR-2026-2015
CAL-0009941,P-001386,PH-000019,+91-4271739627,P-001626,PH-000717,+91-2686120594,2026-08-12 04:30:21,2255,OUTGOING,TWR-0357,L-000160,"Industrial Estate, Thoothukudi",
CAL-0009942,P-000891,PH-000483,+91-1096179817,P-001311,PH-000174,+91-1794549180,2026-08-16 17:37:01,0,MISSED,TWR-0061,L-000011,"Railway Station, Chennai",
CAL-0009943,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-06-26 21:19:46,2285,OUTGOING,TWR-0028,L-000070,"Warehouse Zone, Thanjavur",CR-2026-2003
CAL-0009944,P-000069,PH-000220,+91-4120948181,P-000356,PH-000637,+91-1853800329,2026-01-21 01:58:18,2688,INCOMING,TWR-0120,L-000105,"Bypass, Tirunelveli",CR-2026-2012
CAL-0009945,P-000035,PH-000634,+91-7827411767,P-001863,PH-000146,+91-0089317342,2026-04-17 05:26:53,445,OUTGOING,TWR-0247,L-000135,"Market Road, Kanniyakumari",
CAL-0009946,P-001532,PH-000578,+91-8217661912,P-001486,PH-000956,+91-3700332285,2026-03-13 14:01:08,344,INCOMING,TWR-0211,L-000013,"Railway Station, Hosur",
CAL-0009947,P-001837,PH-000033,+91-9825309251,P-000755,PH-000658,+91-1739063757,2026-04-24 06:47:16,2177,OUTGOING,TWR-0327,L-000073,"Residential Colony, Hosur",
CAL-0009948,P-000612,PH-000528,+91-6868507451,P-000855,PH-000939,+91-5357485953,2026-02-02 14:38:00,348,OUTGOING,TWR-0346,L-000092,"Old Town, Cuddalore",
CAL-0009949,P-001137,PH-000351,+91-1952569040,P-001693,PH-000017,+91-1244717465,2026-02-23 15:34:13,2119,OUTGOING,TWR-0003,L-000078,"Technology Park, Nagercoil",
CAL-0009950,P-001125,PH-000459,+91-8985725459,P-000905,PH-000715,+91-6707660464,2026-01-18 18:49:30,202,INCOMING,TWR-0289,L-000090,"Warehouse Zone, Salem",
CAL-0009951,P-000256,PH-000693,+91-4295633432,P-000889,PH-000881,+91-2712852464,2026-02-07 09:25:07,1182,OUTGOING,TWR-0008,L-000012,"Bus Stand, Madurai",
CAL-0009952,P-001345,PH-000719,+91-7750954654,P-001346,PH-000807,+91-7768729047,2026-07-15 14:52:00,680,OUTGOING,TWR-0337,L-000144,"Technology Park, Nagapattinam",CR-2026-2010
CAL-0009953,P-000622,PH-000603,+91-5960945449,P-000386,PH-000019,+91-4271739627,2026-02-03 22:00:27,19,OUTGOING,TWR-0246,L-000024,"Bus Stand, Tiruchirappalli",CR-2026-2001
CAL-0009954,P-000570,PH-000073,+91-1406937515,P-001898,PH-000759,+91-7908335061,2026-01-29 00:15:12,1018,INCOMING,TWR-0041,L-000151,"Warehouse Zone, Salem",
CAL-0009955,P-001604,PH-000309,+91-5520650637,P-000435,PH-000312,+91-6252571509,2026-04-09 22:35:14,3001,OUTGOING,TWR-0037,L-000149,"Residential Colony, Cuddalore",CR-2026-2001
CAL-0009956,P-000970,PH-000626,+91-2981209957,P-001545,PH-000057,+91-1657905528,2026-04-07 20:30:22,2843,OUTGOING,TWR-0066,L-000039,"Port Area, Dindigul",
CAL-0009957,P-001219,PH-000324,+91-8246747468,P-000079,PH-000969,+91-6040142473,2026-06-03 16:44:04,3036,INCOMING,TWR-0185,L-000181,"Highway Junction, Chennai",
CAL-0009958,P-001335,PH-000344,+91-9769156716,P-001365,PH-000543,+91-6443098591,2026-06-14 04:44:45,2686,INCOMING,TWR-0084,L-000033,"Old Town, Erode",
CAL-0009959,P-000371,PH-000134,+91-7139155963,P-000419,PH-000522,+91-7030376371,2026-04-03 02:53:02,2187,OUTGOING,TWR-0077,L-000188,"Railway Station, Chennai",CR-2026-2010
CAL-0009960,P-000570,PH-000073,+91-1406937515,P-001898,PH-000759,+91-7908335061,2026-07-01 02:54:11,0,MISSED,TWR-0011,L-000024,"Bus Stand, Tiruchirappalli",
CAL-0009961,P-000559,PH-000482,+91-8664649111,P-001999,PH-000550,+91-4494296592,2026-01-12 09:08:02,3444,INCOMING,TWR-0255,L-000054,"Warehouse Zone, Cuddalore",CR-2026-2017
CAL-0009962,P-000679,PH-000315,+91-5743263039,P-001642,PH-000578,+91-8217661912,2026-06-23 08:00:21,616,INCOMING,TWR-0136,L-000093,"Residential Colony, Krishnagiri",
CAL-0009963,P-000467,PH-000660,+91-7931269789,P-000949,PH-000335,+91-3728179323,2026-07-09 19:07:46,1239,OUTGOING,TWR-0342,L-000153,"University Road, Krishnagiri",
CAL-0009964,P-000255,PH-000467,+91-9613671577,P-000913,PH-000761,+91-9833423372,2026-01-31 05:58:54,332,OUTGOING,TWR-0328,L-000020,"Residential Colony, Karur",
CAL-0009965,P-001001,PH-000168,+91-4764925158,P-001744,PH-000678,+91-7548581932,2026-07-12 16:47:38,1693,OUTGOING,TWR-0248,L-000089,"Ring Road, Krishnagiri",
CAL-0009966,P-001181,PH-000199,+91-2081155626,P-001449,PH-000021,+91-0119470720,2026-04-04 00:51:56,3005,OUTGOING,TWR-0130,L-000167,"Old Town, Dindigul",CR-2026-2012
CAL-0009967,P-000663,PH-000961,+91-9453546147,P-001785,PH-000484,+91-8904633786,2026-08-11 22:51:36,1553,OUTGOING,TWR-0157,L-000102,"Industrial Estate, Hosur",CR-2026-2008
CAL-0009968,P-001620,PH-000562,+91-4979162022,P-001943,PH-000020,+91-1286391741,2026-05-11 03:17:33,1611,OUTGOING,TWR-0331,L-000181,"Highway Junction, Chennai",
