record_id,person_id,person_name,aliases,phone_id,phone_number,vehicle_id,vehicle_plate,location_id,location,organization_id,organization,target_person_id,target_person,event_type,event_date,amount_inr,notes,risk_score,case_id
REC-MA-0020450,P-001072,Jaya Tiwari,,PH-000799,+91-0066615541,,,,,,,,,CALL_LOG,2026-05-21 21:01:40,,,86,
REC-MA-0020451,P-000522,Tanvi Chavan,,,,,,L-000165,"Ring Road, Krishnagiri",,,,,SIGHTING_REPORT,2026-05-14 23:49:22,,,34,
REC-MA-0020452,P-000990,Shalini Sen,,PH-000331,+91-9183626448,,,,,,,P-001912,Aarti Joshi,CALL_LOG,2026-05-04 07:55:06,,High frequency evening calls,81,
REC-MA-0020453,P-001506,Aarti Mukherjee,,,,,,L-000179,"SIPCOT, Tiruchirappalli",,,,,LOCATION_PING,2026-03-14 00:33:27,,,50,CR-2026-2002
REC-MA-0020454,P-001187,Vikram Kapoor,,,,V-000630,GJ-93-YU-6496,L-000091,"Industrial Estate, Nagapattinam",,,,,VEHICLE_MOVEMENT,2026-07-16 04:38:21,,,35,CR-2026-2008
REC-MA-0020455,P-001273,Rohit Dubey,,,,V-000540,KL-74-LA-3916,L-000090,"Warehouse Zone, Salem",,,,,VEHICLE_MOVEMENT,2026-08-31 10:37:59,,,79,
REC-MA-0020456,P-000584,Swati Deshmukh,,,,V-000602,UP-94-EX-9599,L-000015,"SIPCOT, Kanniyakumari",,,,,VEHICLE_MOVEMENT,2026-05-31 15:54:35,,,87,
REC-MA-0020457,P-001921,Punit Nair,,,,V-000048,HR-36-FH-7708,L-000181,"Highway Junction, Chennai",,,,,VEHICLE_MOVEMENT,2026-04-05 02:57:03,,,78,
REC-MA-0020458,P-000321,Keshav Tiwari,,,,,,L-000009,"Highway Junction, Krishnagiri",,,P-000199,Punit Shetty,LOCATION_PING,2026-03-25 08:13:37,,,93,
REC-MA-0020459,P-001843,Deepak Karthikeyan,,,,,,L-000130,"Auto Nagar, Nagapattinam",,,,,SIGHTING_REPORT,2026-05-14 11:40:42,,,65,
REC-MA-0020460,P-000270,Ritu Desai,,PH-000770,+91-1641758231,,,,,,,,,CALL_LOG,2026-08-27 13:53:05,,,55,CR-2026-2008
REC-MA-0020461,P-001187,Vikram Kapoor,,,,,,L-000167,"Old Town, Dindigul",,,P-001808,Ananya Nair,SIGHTING_REPORT,2026-05-06 10:48:08,,,65,
REC-MA-0020462,P-000129,Saurabh Rao,,,,V-000655,DL-17-XL-6771,L-000157,"University Road, Chennai",O-000047,Eastern Steel Udyog,P-001541,Ishaan Deshmukh,REGISTRATION_RECORD,2026-06-11 23:32:44,,Inconsistent address on record,70,
REC-MA-0020463,P-000773,Nikhil Murugan,,PH-000995,+91-6121377306,,,,,,,,,CALL_LOG,2026-06-14 07:42:05,,,82,CR-2026-2013
REC-MA-0020464,P-001042,Kirti Rao,,,,,,L-000114,"Ring Road, Thanjavur",,,,,LOCATION_PING,2026-05-05 23:28:52,,,54,
REC-MA-0020465,P-001263,Manoj Kamble,,PH-000502,+91-8634234619,,,,,O-000043,Metro Steel Movers,,,FINANCIAL_TXN,2026-06-15 20:21:20,144961,,80,
REC-MA-0020466,P-001499,Anil Joshi,,PH-000494,+91-2091179112,,,,,,,,,CALL_LOG,2026-07-03 21:35:57,,,79,CR-2026-2011
REC-MA-0020467,P-000697,Keshav Patel,,,,V-000242,AP-06-GB-9523,L-000148,"Highway Junction, Madurai",O-000070,Orbit Freight Movers,,,REGISTRATION_RECORD,2026-01-14 22:41:43,,No prior record - routine entry,86,CR-2026-2017
REC-MA-0020468,P-001802,Ananya Mishra,,,,,,L-000023,"Bus Stand, Kanniyakumari",,,,,LOCATION_PING,2026-03-29 18:47:19,,,26,
REC-MA-0020469,P-000746,Lakshmi Agarwal,,,,V-000198,TN-11-WG-8877,L-000160,"Industrial Estate, Thoothukudi",O-000125,City Financial Movers,,,REGISTRATION_RECORD,2026-08-30 13:12:27,,,59,
REC-MA-0020470,P-000103,Ramesh Chavan,,,,,,L-000054,"Warehouse Zone, Cuddalore",,,,,LOCATION_PING,2026-03-03 18:40:54,,,88,CR-2026-2019
REC-MA-0020471,P-000570,Jaya Ghosh,,PH-000073,+91-1406937515,,,,,,,,,CALL_LOG,2026-06-06 06:04:09,,,12,CR-2026-2019
REC-MA-0020472,P-000419,Anil Subramanian,,,,,,L-000153,"University Road, Krishnagiri",,,,,LOCATION_PING,2026-02-14 09:41:19,,,67,CR-2026-2014
REC-MA-0020473,P-001884,Zoya Yadav,,,,V-000553,GJ-39-RQ-4198,L-000188,"Railway Station, Chennai",,,,,VEHICLE_MOVEMENT,2026-08-16 21:29:03,,,84,
REC-MA-0020474,P-001766,Priya Yadav,,PH-000689,+91-3862044851,,,,,,,P-001422,Sonia Naidu,CALL_LOG,2026-07-16 22:31:08,,Documentation mismatch flagged,40,CR-2026-2014
REC-MA-0020475,P-000697,Keshav Patel,,,,,,L-000082,"Highway Junction, Nagercoil",,,,,LOCATION_PING,2026-06-16 11:32:40,,,95,
REC-MA-0020476,P-000873,Dinesh Verma,,,,V-000041,GJ-32-WJ-4782,L-000124,"Technology Park, Nagapattinam",,,,,VEHICLE_MOVEMENT,2026-07-17 21:17:23,,,65,
REC-MA-0020477,P-000371,Karan Reddy,,PH-000134,+91-7139155963,,,,,O-000122,Highland Steel Movers,,,FINANCIAL_TXN,2026-01-19 21:20:21,10579,Matches known alias spelling,9,
REC-MA-0020478,P-000563,Sanjay Saha,,,,,,L-000160,"Industrial Estate, Thoothukudi",,,,,LOCATION_PING,2026-06-05 23:56:09,,,41,
REC-MA-0020479,P-000305,Punit Sundaram,,,,V-000033,TN-74-XT-5419,L-000160,"Industrial Estate, Thoothukudi",O-000083,National Automotive & Co,,,REGISTRATION_RECORD,2026-03-09 23:30:31,,Repeated presence near restricted zone,27,CR-2026-2011
REC-MA-0020480,P-001382,Poonam Naidu,,PH-000630,+91-9951542144,,,,,,,P-001289,Gopal Tripathi,CALL_LOG,2026-02-19 08:39:00,,No prior record - routine entry,75,
REC-MA-0020481,P-000367,Sourav Desai,,PH-000201,+91-8455048926,,,,,,,,,CALL_LOG,2026-04-13 18:52:22,,,75,CR-2026-2006
REC-MA-0020482,P-000115,Arjun Natarajan,,,,V-000694,CG-26-BS-7326,L-000078,"Technology Park, Nagercoil",O-000241,Bluebird Importers Ltd,,,REGISTRATION_RECORD,2026-06-22 14:53:52,,,86,CR-2026-2007
REC-MA-0020483,P-000981,Bharat Menon,,,,V-000242,AP-06-GB-9523,L-000031,"Highway Junction, Dindigul",O-000034,Orbit Steel Group,P-000620,Shalini Mehta,REGISTRATION_RECORD,2026-06-10 15:38:24,,,59,CR-2026-2001
REC-MA-0020484,P-000727,Dev Mahapatra,,,,,,L-000015,"SIPCOT, Kanniyakumari",,,,,LOCATION_PING,2026-03-16 13:38:14,,,74,CR-2026-2019
REC-MA-0020485,P-001702,Anjali Nair,,,,V-000239,TN-33-BW-5816,L-000079,"Warehouse Zone, Salem",,,,,VEHICLE_MOVEMENT,2026-08-10 21:20:29,,,30,
REC-MA-0020486,P-000202,Ananya Patil,,PH-000920,+91-9102312110,,,,,O-000135,Silver Logistics Ltd,,,FINANCIAL_TXN,2026-04-20 12:42:11,200208,,41,
REC-MA-0020487,P-000151,Dhruv Halder,,PH-000443,+91-2472863330,,,,,O-000015,Pinnacle Importers Group,,,FINANCIAL_TXN,2026-05-26 04:13:30,154994,,36,CR-2026-2009
REC-MA-0020488,P-000889,Santosh Shinde,,PH-000881,+91-2712852464,,,,,O-000144,Silver Steel Ltd,,,FINANCIAL_TXN,2026-08-09 16:39:40,214390,,27,
REC-MA-0020489,P-001152,Neha Mahapatra,,,,,,L-000054,"Warehouse Zone, Cuddalore",,,,,SIGHTING_REPORT,2026-07-05 00:14:44,,,13,
REC-MA-0020490,P-001110,Shreya Bansal,,PH-000363,+91-7492617647,,,,,,,,,CALL_LOG,2026-01-09 01:45:22,,,56,
REC-MA-0020491,P-001273,Rohit Dubey,,PH-000641,+91-5782434776,,,,,O-000182,Trustline Retail Pvt Ltd,P-001487,Vivek Bhat,FINANCIAL_TXN,2026-01-16 02:22:48,203498,Contact cluster under observation,64,
REC-MA-0020492,P-001104,Jaya Sharma,,,,V-000235,PB-78-CZ-3018,L-000081,"Textile Market, Karur",,,,,VEHICLE_MOVEMENT,2026-01-10 21:33:54,,,46,CR-2026-2012
REC-MA-0020493,P-001310,Poonam Mishra,,,,,,L-000079,"Warehouse Zone, Salem",,,,,SIGHTING_REPORT,2026-05-14 13:04:52,,Documentation mismatch flagged,38,CR-2026-2009
REC-MA-0020494,P-001547,Ashok Kulkarni,,PH-000338,+91-7710040901,,,,,O-000232,Global Agro & Co,P-001593,Shashank Pawar,FINANCIAL_TXN,2026-08-22 04:58:48,207033,Repeated presence near restricted zone,67,
REC-MA-0020495,P-001810,Meera Banerjee,,,,,,L-000165,"Ring Road, Krishnagiri",,,,,SIGHTING_REPORT,2026-04-19 19:02:48,,,38,
REC-MA-0020496,P-000092,Sunita Subramanian,,,,,,L-000077,"Textile Market, Coimbatore",,,,,SIGHTING_REPORT,2026-08-07 19:22:03,,,69,CR-2026-2016
REC-MA-0020497,P-001289,Gopal Tripathi,,PH-000250,+91-5058319971,,,,,O-000046,Crystal Steel Pvt Ltd,,,FINANCIAL_TXN,2026-06-13 16:31:32,75763,,79,CR-2026-2004
REC-MA-0020498,P-000256,Priya Shinde,,,,,,L-000020,"Residential Colony, Karur",,,,,LOCATION_PING,2026-07-20 18:42:23,,,56,
REC-MA-0020499,P-000010,Aarti Ghosh,,,,V-000414,GJ-75-HR-2113,L-000015,"SIPCOT, Kanniyakumari",,,,,VEHICLE_MOVEMENT,2026-06-10 18:18:09,,,92,
REC-MA-0020500,P-001880,Bhavna Rajan,,,,V-000073,WB-36-MH-1686,L-000090,"Warehouse Zone, Salem",,,,,VEHICLE_MOVEMENT,2026-07-04 12:04:46,,,48,CR-2026-2012
REC-MA-0020501,P-000522,Tanvi Chavan,,,,,,L-000188,"Railway Station, Chennai",,,P-000719,Kiran Kamath,SIGHTING_REPORT,2026-06-27 08:05:06,,,48,
REC-MA-0020502,P-002000,Rekha Shetty,,,,V-000176,TS-06-PW-5539,L-000018,"Bus Stand, Madurai",,,,,VEHICLE_MOVEMENT,2026-02-14 20:10:41,,,53,
REC-MA-0020503,P-000936,Sonia Pandey,,,,,,L-000077,"Textile Market, Coimbatore",,,,,LOCATION_PING,2026-08-16 14:11:22,,,9,CR-2026-2018
REC-MA-0020504,P-001919,Akshay Eswaran,,,,V-000252,AP-92-OI-3713,L-000160,"Industrial Estate, Thoothukudi",O-000185,Orbit Freight Enterprises,,,REGISTRATION_RECORD,2026-08-27 21:30:37,,,79,CR-2026-2009
REC-MA-0020505,P-000655,Aman Dubey,,,,V-000148,WB-25-QJ-6640,L-000138,"Port Area, Madurai",O-000088,Prime Logistics Udyog,,,REGISTRATION_RECORD,2026-09-01 08:36:50,,Documentation mismatch flagged,66,
REC-MA-0020506,P-000246,Rekha Murugan,,,,V-000064,BR-17-NB-5020,L-000096,"Warehouse Zone, Tiruchirappalli",O-000163,Summit Textiles Group,,,REGISTRATION_RECORD,2026-02-18 03:42:35,,High frequency evening calls,99,
REC-MA-0020507,P-000191,Rohit Khanna,,PH-000380,+91-9718594849,,,,,,,P-000424,Simran Yadav,CALL_LOG,2026-02-15 17:43:18,,,50,
REC-MA-0020508,P-000938,Neha Bhat,,,,,,L-000016,"University Road, Karur",,,,,LOCATION_PING,2026-06-12 19:54:01,,,100,
REC-MA-0020509,P-000278,Vaishnavi Saha,,,,V-000103,GJ-50-FP-8594,L-000092,"Old Town, Cuddalore",,,,,VEHICLE_MOVEMENT,2026-03-01 10:42:31,,Documentation mismatch flagged,61,
REC-MA-0020510,P-001040,Tanvi Bansal,,,,,,L-000023,"Bus Stand, Kanniyakumari",,,,,SIGHTING_REPORT,2026-04-18 17:40:02,,Documentation mismatch flagged,1,
REC-MA-0020511,P-001981,Jatin Das,,PH-000093,+91-2234232161,,,,,,,,,CALL_LOG,2026-01-12 00:52:37,,,95,
REC-MA-0020512,P-000689,Rakesh Nayak,,,,V-000430,KA-54-PK-8754,L-000077,"Textile Market, Coimbatore",O-000045,Crystal Shipping Group,,,REGISTRATION_RECORD,2026-01-13 18:59:56,,,33,CR-2026-2006
REC-MA-0020513,P-000017,Ankit Patil,,,,,,L-000105,"Bypass, Tirunelveli",,,,,SIGHTING_REPORT,2026-08-29 05:49:49,,,30,CR-2026-2014
REC-MA-0020514,P-001762,Shikha Ghosh,,,,,,L-000171,"Warehouse Zone, Coimbatore",,,,,SIGHTING_REPORT,2026-04-03 00:02:56,,,58,CR-2026-2007
REC-MA-0020515,P-000197,Saurabh Kamble,,,,,,L-000151,"Warehouse Zone, Salem",,,,,SIGHTING_REPORT,2026-03-15 08:52:04,,,1,
REC-MA-0020516,P-001591,Anand Chavan,,PH-000876,+91-3739900631,,,,,O-000058,National Energy Movers,,,FINANCIAL_TXN,2026-04-08 14:05:50,164436,,38,
REC-MA-0020517,P-000419,Anil Subramanian,,PH-000522,+91-7030376371,,,,,O-000093,City Construction Enterprises,,,FINANCIAL_TXN,2026-04-13 19:29:40,231383,,73,
REC-MA-0020518,P-000094,Bhavna Gupta,,,,V-000481,TS-56-LW-7322,L-000095,"Port Area, Nagercoil",O-000227,Pinnacle Steel Traders,,,REGISTRATION_RECORD,2026-07-11 23:46:59,,Documentation mismatch flagged,42,CR-2026-2005
REC-MA-0020519,P-001565,Kiran Patel,,PH-000210,+91-2737158698,,,,,O-000166,Orbit Retail Group,,,FINANCIAL_TXN,2026-05-05 06:36:58,108413,,100,CR-2026-2005
REC-MA-0020520,P-001907,Shashank Sundaram,,PH-000832,+91-7397396417,,,,,O-000182,Trustline Retail Pvt Ltd,,,FINANCIAL_TXN,2026-02-27 20:19:14,198294,,43,
REC-MA-0020521,P-001379,Nirav Deshmukh,,,,,,L-000191,"IT Park, Cuddalore",,,,,SIGHTING_REPORT,2026-05-13 20:26:10,,,73,CR-2026-2007
REC-MA-0020522,P-000073,Akshay Nair,,,,V-000411,AP-05-BI-7602,L-000082,"Highway Junction, Nagercoil",O-000175,Bluebird Freight Pvt Ltd,,,REGISTRATION_RECORD,2026-03-14 15:46:32,,,1,CR-2026-2009
REC-MA-0020523,P-001937,Akshay Deshpande,,,,,,L-000121,"Residential Colony, Nagercoil",,,,,LOCATION_PING,2026-06-08 22:57:59,,,33,CR-2026-2001
REC-MA-0020524,P-000156,Nisha Kulkarni,,PH-000023,+91-7661830671,,,,,,,,,CALL_LOG,2026-01-14 11:45:49,,,10,CR-2026-2010
REC-MA-0020525,P-000471,Nikhil Kapoor,,,,,,L-000029,"Grain Market, Coimbatore",,,,,LOCATION_PING,2026-07-10 00:03:39,,,92,CR-2026-2008
REC-MA-0020526,P-000765,Ashok Sharma,,,,V-000342,HR-72-XF-2644,L-000054,"Warehouse Zone, Cuddalore",O-000063,Apex Retail Udyog,,,REGISTRATION_RECORD,2026-08-16 22:56:11,,,38,
REC-MA-0020527,P-001936,Kirti Agarwal,,,,,,L-000016,"University Road, Karur",,,,,SIGHTING_REPORT,2026-04-01 10:36:03,,,57,
REC-MA-0020528,P-000344,Shikha Yadav,,,,V-000225,MP-91-DM-4635,L-000078,"Technology Park, Nagercoil",,,,,VEHICLE_MOVEMENT,2026-06-15 07:10:10,,,74,CR-2026-2009
REC-MA-0020529,P-000034,Shalini Kamble,,PH-000561,+91-7601467238,,,,,,,,,CALL_LOG,2026-06-06 07:40:30,,,85,
REC-MA-0020530,P-001449,Dinesh Kulkarni,,PH-000021,+91-0119470720,,,,,,,,,CALL_LOG,2026-01-14 21:43:47,,,36,CR-2026-2001
REC-MA-0020531,P-001042,Kirti Rao,,PH-000817,+91-1371184254,,,,,O-000142,Prime Importers Group,,,FINANCIAL_TXN,2026-06-06 03:47:58,212147,,46,CR-2026-2017
REC-MA-0020532,P-000197,Saurabh Kamble,,PH-000729,+91-5133053194,,,,,O-000227,Pinnacle Steel Traders,,,FINANCIAL_TXN,2026-08-26 04:08:54,31028,,4,CR-2026-2007
REC-MA-0020533,P-001247,Suresh Desai,,PH-000533,+91-2354940128,,,,,,,,,CALL_LOG,2026-07-03 22:21:53,,,79,CR-2026-2019
REC-MA-0020534,P-001479,Amit Chakraborty,,,,V-000304,TN-83-CJ-6681,L-000079,"Warehouse Zone, Salem",O-000210,Union Retail Enterprises,,,REGISTRATION_RECORD,2026-01-17 17:39:48,,,25,
REC-MA-0020535,P-000358,Vaishnavi Kulkarni,,,,V-000354,RJ-92-OD-8680,L-000130,"Auto Nagar, Nagapattinam",,,,,VEHICLE_MOVEMENT,2026-05-27 23:50:45,,,52,CR-2026-2009
REC-MA-0020536,P-001240,Sneha Pillai,,PH-000638,+91-6334727274,,,,,O-000142,Prime Importers Group,,,FINANCIAL_TXN,2026-08-09 20:58:54,160217,,48,
REC-MA-0020537,P-001620,Nisha Sundaram,,,,V-000436,RJ-63-JV-4672,L-000090,"Warehouse Zone, Salem",,,,,VEHICLE_MOVEMENT,2026-01-04 16:08:21,,,67,CR-2026-2003
REC-MA-0020538,P-001881,Gaurav Hegde,,PH-000228,+91-3993788614,,,,,,,,,CALL_LOG,2026-02-07 22:03:53,,,43,CR-2026-2018
REC-MA-0020539,P-001622,Nisha Krishnan,,PH-000603,+91-5960945449,,,,,O-000040,Eastern Pharma Enterprises,,,FINANCIAL_TXN,2026-07-12 13:39:30,57695,,76,
REC-MA-0020540,P-000419,Anil Subramanian,,PH-000522,+91-7030376371,,,,,,,,,CALL_LOG,2026-04-23 02:44:28,,Frequent contact with flagged number,63,
REC-MA-0020541,P-000936,Sonia Pandey,,PH-000992,+91-6102908718,,,,,O-000106,Nexus Construction Udyog,,,FINANCIAL_TXN,2026-01-24 21:18:55,191262,Documentation mismatch flagged,42,
REC-MA-0020542,P-001181,Shashank Reddy,,,,,,L-000077,"Textile Market, Coimbatore",,,,,LOCATION_PING,2026-07-29 21:22:46,,,79,CR-2026-2013
REC-MA-0020543,P-001115,Dinesh Das,,,,V-000622,MH-13-VQ-9408,L-000052,"Bus Stand, Erode",O-000081,Regal Shipping Traders,P-001031,Ajay Dubey,REGISTRATION_RECORD,2026-07-29 13:29:52,,,43,CR-2026-2013
REC-MA-0020544,P-001656,Tanvi Chopra,,PH-000318,+91-6852701713,,,,,,,P-000257,Saurabh Subramanian,CALL_LOG,2026-03-19 22:30:33,,No prior record - routine entry,30,CR-2026-2001
REC-MA-0020545,P-000664,Meera Gupta,,,,V-000415,MP-32-VW-2077,L-000072,"Warehouse Zone, Erode",,,P-001151,Kartik Rao,VEHICLE_MOVEMENT,2026-04-30 14:03:11,,,64,CR-2026-2018
REC-MA-0020546,P-000192,Tanvi Chettiar,,PH-000097,+91-9552893891,,,,,,,,,CALL_LOG,2026-06-04 11:09:56,,Cash pickup observed near market road,72,
REC-MA-0020547,P-001963,Saurabh Deshpande,,,,,,L-000065,"Textile Market, Coimbatore",,,,,SIGHTING_REPORT,2026-05-17 13:56:15,,,18,
REC-MA-0020548,P-001638,Swati Kamath,,PH-000394,+91-1673188261,,,,,O-000069,Union Exports Ltd,,,FINANCIAL_TXN,2026-07-27 12:15:56,113529,,29,
REC-MA-0020549,P-001760,Kavita Gupta,,,,V-000500,PB-41-PS-3176,L-000052,"Bus Stand, Erode",,,,,VEHICLE_MOVEMENT,2026-04-13 12:42:04,,,94,
REC-MA-0020550,P-001631,Keshav Halder,,,,V-000097,PB-84-WM-7848,L-000052,"Bus Stand, Erode",O-000023,Apex Automotive Traders,,,REGISTRATION_RECORD,2026-08-10 08:13:18,,,73,CR-2026-2016
REC-MA-0020551,P-000436,Radhika Halder,,,,,,L-000090,"Warehouse Zone, Salem",,,P-000465,Aman Nair,SIGHTING_REPORT,2026-06-19 07:13:40,,,25,
REC-MA-0020552,P-000786,Pooja Krishnan,,,,V-000667,DL-52-BM-3998,L-000020,"Residential Colony, Karur",O-000048,Global Infrastructure Traders,,,REGISTRATION_RECORD,2026-07-24 10:47:58,,,70,
REC-MA-0020553,P-000034,Shalini Kamble,,,,V-000634,TN-44-FY-7538,L-000130,"Auto Nagar, Nagapattinam",O-000147,Bluebird Automotive Group,,,REGISTRATION_RECORD,2026-01-03 21:10:41,,Cash pickup observed near market road,73,
REC-MA-0020554,P-001921,Punit Nair,,PH-000265,+91-7395003342,,,,,,,,,CALL_LOG,2026-02-21 06:33:10,,Matches known alias spelling,77,
REC-MA-0020555,P-001639,Karan Pradhan,,,,,,L-000072,"Warehouse Zone, Erode",,,P-001030,Anjali Desai,LOCATION_PING,2026-07-21 01:04:10,,,62,
REC-MA-0020556,P-001231,Saurabh Bhattacharya,,,,V-000127,AP-44-MZ-8084,L-000102,"Industrial Estate, Hosur",O-000206,Orbit Financial Enterprises,P-000184,Lakshmi Shetty,REGISTRATION_RECORD,2026-01-26 15:04:22,,,72,
REC-MA-0020557,P-001412,Shikha Deshpande,,,,V-000516,WB-48-JC-2479,L-000023,"Bus Stand, Kanniyakumari",,,,,VEHICLE_MOVEMENT,2026-06-28 18:51:16,,,55,
REC-MA-0020558,P-000197,Saurabh Kamble,,PH-000729,+91-5133053194,,,,,O-000019,Prime Retail Group,,,FINANCIAL_TXN,2026-07-28 02:27:18,132138,,20,CR-2026-2020
REC-MA-0020559,P-000668,Riya Singh,,PH-000413,+91-2023684855,,,,,O-000055,Eastern Shipping Ltd,,,FINANCIAL_TXN,2026-08-30 18:01:57,84052,,59,CR-2026-2020
REC-MA-0020560,P-000530,Vandana Bose,,,,V-000123,MP-16-QY-9758,L-000023,"Bus Stand, Kanniyakumari",,,,,VEHICLE_MOVEMENT,2026-08-26 23:23:36,,Contact cluster under observation,28,
REC-MA-0020561,P-001297,Dev Chauhan,,,,V-000304,TN-83-CJ-6681,L-000169,"University Road, Tirunelveli",O-000090,Trustline Logistics Ltd,,,REGISTRATION_RECORD,2026-08-31 22:20:26,,,51,
REC-MA-0020562,P-001821,Anand Hegde,,,,V-000361,TS-03-SK-5276,L-000009,"Highway Junction, Krishnagiri",,,,,VEHICLE_MOVEMENT,2026-04-08 12:11:17,,Documentation mismatch flagged,59,CR-2026-2001
REC-MA-0020563,P-001293,Anil Singh,"A. Singh,Anil S.,A S",PH-000804,+91-3465495005,,,,,,,,,CALL_LOG,2026-07-31 21:29:52,,,37,
REC-MA-0020564,P-001802,Ananya Mishra,,,,V-000241,HR-96-BQ-2572,L-000023,"Bus Stand, Kanniyakumari",,,,,VEHICLE_MOVEMENT,2026-02-11 20:01:56,,,21,CR-2026-2012
REC-MA-0020565,P-000488,Tanvi Rajan,,PH-000512,+91-6390409074,,,,,,,,,CALL_LOG,2026-07-26 16:10:12,,,20,CR-2026-2012
REC-MA-0020566,P-000080,Swati Prakash,,PH-000975,+91-0451957782,,,,,O-000010,Nexus Pharma Movers,,,FINANCIAL_TXN,2026-02-27 19:30:45,164671,Contact cluster under observation,76,CR-2026-2006
REC-MA-0020567,P-001329,Aditya Krishnan,,,,V-000285,GJ-76-BX-3763,L-000080,"Industrial Estate, Kanniyakumari",,,,,VEHICLE_MOVEMENT,2026-05-01 11:32:13,,No prior record - routine entry,50,
REC-MA-0020568,P-000983,Ankit Khanna,,,,V-000454,GJ-53-QD-4710,L-000188,"Railway Station, Chennai",,,,,VEHICLE_MOVEMENT,2026-08-05 20:13:17,,,47,CR-2026-2015
REC-MA-0020569,P-001832,Sneha Tripathi,,,,,,L-000096,"Warehouse Zone, Tiruchirappalli",,,,,SIGHTING_REPORT,2026-07-13 12:23:59,,,53,
REC-MA-0020570,P-001436,Pooja Yadav,,,,V-000272,BR-53-YF-9549,L-000072,"Warehouse Zone, Erode",O-000101,Metro Automotive & Co,,,REGISTRATION_RECORD,2026-04-25 02:00:03,,,27,
REC-MA-0020571,P-000891,Sandeep Bhattacharya,,,,V-000690,MH-54-RO-7482,L-000151,"Warehouse Zone, Salem",,,,,VEHICLE_MOVEMENT,2026-01-16 16:56:16,,,10,
REC-MA-0020572,P-000056,Aarti Murugan,,PH-000358,+91-1844386125,,,,,O-000129,United Pharma Enterprises,,,FINANCIAL_TXN,2026-04-21 07:21:29,106063,Matches known alias spelling,55,
REC-MA-0020573,P-000664,Meera Gupta,,,,V-000070,DL-07-ZQ-3020,L-000153,"University Road, Krishnagiri",,,,,VEHICLE_MOVEMENT,2026-01-15 16:08:50,,,54,CR-2026-2007
REC-MA-0020574,P-000315,Ishaan Murugan,,,,,,L-000130,"Auto Nagar, Nagapattinam",,,,,LOCATION_PING,2026-02-11 21:28:34,,,77,CR-2026-2014
REC-MA-0020575,P-001026,Pooja Rao,,,,V-000032,TS-22-ZM-4328,L-000160,"Industrial Estate, Thoothukudi",,,,,VEHICLE_MOVEMENT,2026-04-13 12:57:17,,Funds routed through multiple accounts,61,CR-2026-2017
REC-MA-0020576,P-000515,Vivek Gaikwad,,,,,,L-000052,"Bus Stand, Erode",,,P-001508,Simran Eswaran,LOCATION_PING,2026-01-11 01:41:09,,,25,CR-2026-2008
REC-MA-0020577,P-000407,Sanjay Kulkarni,,,,,,L-000104,"Bypass, Tiruchirappalli",,,P-001683,Aditya Subramanian,LOCATION_PING,2026-02-10 16:20:48,,,83,CR-2026-2007
REC-MA-0020578,P-000529,Anand Swain,,,,,,L-000082,"Highway Junction, Nagercoil",,,,,LOCATION_PING,2026-06-17 13:05:58,,Contact cluster under observation,50,
REC-MA-0020579,P-000840,Rekha Patil,,PH-000526,+91-1130724078,,,,,O-000037,Pinnacle Retail Ltd,,,FINANCIAL_TXN,2026-02-13 11:06:06,228892,,67,
REC-MA-0020580,P-001745,Sachin Pawar,,PH-000303,+91-8621042752,,,,,,,,,CALL_LOG,2026-07-16 13:24:59,,,83,
REC-MA-0020581,P-000148,Shikha Mahapatra,,,,V-000551,MP-20-NQ-1990,L-000012,"Bus Stand, Madurai",O-000154,Vantage Financial Pvt Ltd,,,REGISTRATION_RECORD,2026-07-25 02:27:06,,,75,CR-2026-2011
REC-MA-0020582,P-001255,Nikhil Kumar,,PH-000467,+91-9613671577,,,,,,,,,CALL_LOG,2026-05-13 07:29:55,,,97,
REC-MA-0020583,P-000918,Priya Tripathi,,PH-000167,+91-6103266421,,,,,O-000164,Orbit Trading & Co,,,FINANCIAL_TXN,2026-06-04 00:20:32,209318,Documentation mismatch flagged,34,CR-2026-2019
REC-MA-0020584,P-000056,Aarti Murugan,,,,,,L-000015,"SIPCOT, Kanniyakumari",,,,,LOCATION_PING,2026-03-14 01:31:20,,,37,CR-2026-2010
REC-MA-0020585,P-000875,Santosh Reddy,,PH-000594,+91-8810569741,,,,,O-000017,Nexus Textiles Movers,,,FINANCIAL_TXN,2026-02-03 13:05:20,66005,Contact cluster under observation,57,
REC-MA-0020586,P-001863,Manoj Pillai,,,,V-000460,TN-55-VX-2013,L-000016,"University Road, Karur",,,,,VEHICLE_MOVEMENT,2026-09-01 04:35:10,,,80,
REC-MA-0020587,P-000526,Vandana Sen,,,,V-000217,PB-81-MF-6811,L-000147,"Port Area, Tiruchirappalli",O-000149,Crystal Textiles Ltd,,,REGISTRATION_RECORD,2026-07-29 00:18:29,,,36,
REC-MA-0020588,P-000683,Rajesh Mukherjee,,,,,,L-000052,"Bus Stand, Erode",,,,,LOCATION_PING,2026-03-19 00:48:49,,No prior record - routine entry,66,CR-2026-2001
REC-MA-0020589,P-000733,Rajesh Yadav,,PH-000600,+91-3059660186,,,,,,,,,CALL_LOG,2026-04-25 10:03:07,,,72,CR-2026-2015
REC-MA-0020590,P-000350,Sneha Pawar,,,,,,L-000146,"Ring Road, Tiruchirappalli",,,P-001454,Riya Subramanian,LOCATION_PING,2026-05-30 16:55:10,,,42,
